code,name,scie,regn,water,water_e,protcnt,protcnt_e,ash,ash_e,fatce,fatce_e,fibtg,fibtg_e,fibins,fibins_e,fibsol,fibsol_e,choavldf,choavldf_e,enerc,enerc_e,dhbenzac34,dhbenzac34_e,hbenzal3,hbenzal3_e,pcathac,pcathac_e,vanlac,vanlac_e,gallac,gallac_e,cinmac,cinmac_e,coumaco,coumaco_e,coumacp,coumacp_e,caffac,caffac_e,chlrac,chlrac_e,ferac,ferac_e,apigen,apigen_e,apigen6cgls,apigen6cgls_e,apigen7onshps,apigen7onshps_e,luteol,luteol_e,kaemf,kaemf_e,querce,querce_e,querce3bdgls,querce3bdgls_e,querce3ortns,querce3ortns_e,querce3bgls,querce3bgls_e,isormt,isormt_e,myrct,myrct_e,rsvrtol,rsvrtol_e,hespt,hespt_e,narng,narng_e,hespd,hespd_e,daidzn,daidzn_e,gnstein,gnstein_e,epicatec,epicatec_e,epicategc,epicategc_e,epicatgc3gal,epicatgc3gal_e,catec,catec_e,galcatecgal,galcatecgal_e,galcatec,galcatec_e,syrgac,syrgac_e,sinpac,sinpac_e,ellgac,ellgac_e,polyph,polyph_e,rafs,rafs_e,stas,stas_e,vers,vers_e,ajgs,ajgs_e,camt,camt_e,stgstr,stgstr_e,stostrb,stostrb_e,phytac,phytac_e,sapon,sapon_e,f4d0,f4d0_e,f6d0,f6d0_e,f8d0,f8d0_e,f10d0,f10d0_e,f12d0,f12d0_e,f14d0,f14d0_e,f16d0,f16d0_e,f18d0,f18d0_e,f20d0,f20d0_e,f22d0,f22d0_e,f24d0,f24d0_e,f14d1cn5,f14d1cn5_e,f16d1cn7,f16d1cn7_e,f18d1tn9,f18d1tn9_e,f18d1cn9,f18d1cn9_e,f20d1cn9,f20d1cn9_e,f22d1cn9,f22d1cn9_e,f18d2cn6,f18d2cn6_e,f18d3n3,f18d3n3_e,fasat,fasat_e,fams,fams_e,fapu,fapu_e,thia,thia_e,ribf,ribf_e,nia,nia_e,pantac,pantac_e,vitb6c,vitb6c_e,biot,biot_e,folsum,folsum_e,vitc,vitc_e,retol,retol_e,ergcal,ergcal_e,chocal,chocal_e,doh25,doh25_e,tocpha,tocpha_e,tocphb,tocphb_e,tocphg,tocphg_e,tocphd,tocphd_e,toctra,toctra_e,toctrb,toctrb_e,toctrg,toctrg_e,toctrd,toctrd_e,vite,vite_e,vitk1,vitk1_e,vitk2,vitk2_e,lutn,lutn_e,zea,zea_e,lycpn,lycpn_e,crypxb,crypxb_e,cartg,cartg_e,carta,carta_e,cartb,cartb_e,cartoid,cartoid_e,al,al_e,as,as_e,cd,cd_e,ca,ca_e,cr,cr_e,co,co_e,cu,cu_e,fe,fe_e,pb,pb_e,li,li_e,mg,mg_e,mn,mn_e,hg,hg_e,mo,mo_e,ni,ni_e,p,p_e,k,k_e,se,se_e,na,na_e,zn,zn_e,cho,cho_e,starch,starch_e,frus,frus_e,glus,glus_e,sucs,sucs_e,mals,mals_e,fsugar,fsugar_e,lactose,lactose_e,f24d1cn9,f24d1cn9_e,f20d2n6,f20d2n6_e,f20d4n6,f20d4n6_e,f11d0,f11d0_e,f15d0,f15d0_e,f20d3n6,f20d3n6_e,f20d5n3,f20d5n3_e,f22d6n3,f22d6n3_e,cholc,cholc_e,f22d2n6,f22d2n6_e,f22d5n3,f22d5n3_e,ala,ala_e,arg,arg_e,asp,asp_e,glu,glu_e,gly,gly_e,pro,pro_e,ser,ser_e,tyr,tyr_e,his,his_e,ile,ile_e,leu,leu_e,lys,lys_e,met,met_e,cys,cys_e,phe,phe_e,thr,thr_e,trp,trp_e,val,val_e,oxalt,oxalt_e,oxals,oxals_e,oxali,oxali_e,caconac,caconac_e,citac,citac_e,fumac,fumac_e,malac,malac_e,quinac,quinac_e,sucac,sucac_e,tarac,tarac_e
H018,Pistachio nuts,Pistacla vera,6,4.68,0.22,23.35,0.35,3.02,0.13,42.49,0.34,10.64,0.16,8.23,0.15,2.41,0.11,15.82,0.52,2257,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0.11,0,0,0.43,0.28,0,0,0.03,0.01,0,0,0,0,0,0,0.14,0.07,0,0,0,0,0,0,0.09,0.02,0.59,0.02,1.78,0.3,0,0,2.99,0.3,0.69,0.3,0,0,0,0,0,0,0,0,0,0,132,6.4,4.21,0.421,0.13,0.032,0,0,0,0,12.38,0.17,2.22,0.08,369,4.2,808,16.5,3.01,0.15,0,0,0,0,0,0,0,0,0,0,39.96,3.16,3473,81.9,425,34.4,49.82,2.8,38.1,7.85,18.11,3.13,0,0,285,12.9,0,0,18478,209,144,2.7,0,0,11776,277,171,5.2,4043,94.4,18922,207,11946,281,0.98,0.144,0.04,0.002,0.86,0.01,0.58,0.03,0.96,0.029,11.82,2.2,64.9,7.22,0,0,0,0,1.8,0.34,0,0,0,0,31.41,5.46,4.1,0.67,8.48,1.38,1.55,0.23,0.02,0.01,0,0,0,0,0,0,33.92,5.53,18.65,0.7,0,0,171,6.8,0,0,0,0,0,0,0,0,0,0,110,10.4,519,31.3,0,0,3.09,0.56,0.001,0,135,22.4,0.003,0.004,0.001,0,0.89,0.05,4.5,0.63,0.014,0.007,0,0,149,3,0.87,0.06,0.65,0.33,0.022,0.003,0.087,0.009,537,9.2,1053,11.7,10.46,2.65,6.93,1.84,2.42,0.14,14.55,0.3,6.65,0.33,4.11,0.02,2.65,0.16,1.15,0.03,0,0,7.9,0.19,0,0,13.87,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,0.15,8.52,0.36,9.94,0.38,16.37,0.62,5.99,0.17,3.69,0.12,4.19,0.3,3.18,0.29,2.28,0.13,5.22,0.15,7.55,0.3,3.32,0.18,1.45,0.12,1.46,0.13,5.52,0.51,4.6,0.17,1.42,0.19,5.27,0.22,46.42,7.95,22.88,2.45,23.54,7.9,0,0,3.24,0.34,1.22,0.21,139,3.6,53.79,2.27,6.12,0.37,4.21,1.04
H019,Safflower seeds,Carthamus tinctorius,5,5.24,0.16,17.66,0.54,2.57,0.15,30.87,0.98,13.49,0.45,10.24,0.27,3.25,0.22,30.18,1.2,1981,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.02,0.05,0.02,0.03,0.01,0.14,0.01,0,0,0,0,0,0,0.17,0.04,0.17,0.03,0,0,0,0,0,0,0,0,0.27,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.09,1.13,3.07,0.209,0.1,0.006,0.36,0.022,0,0,17.59,0.31,6.63,0.21,144,2.1,1083,10.7,4.41,0.3,0,0,0,0,0,0,0,0,0,0,28.06,1.91,1789,132,546,21.4,90.69,5.27,58.62,3.79,36.13,3.31,0,0,17.08,2.37,0,0,3487,27,49.34,1.37,0,0,18760,227,21.9,0.73,2548,115,3589,26.7,18781,226,0.85,0.019,0.15,0.006,1.12,0.02,0.89,0.05,0.93,0.072,17.37,2.17,82.41,1.8,0,0,0,0,1.91,0.17,0,0,0,0,31.74,6.84,5.88,0.69,9.62,3.19,1.98,0.15,0.06,0.01,0,0,0,0,0,0,35.09,7.13,8.8,1.13,0,0,27.6,7.88,11.04,2.45,0,0,0,0,0,0,0,0,2.07,0.58,142,13.8,0,0,1.19,0.21,0.005,0.002,211,14.5,0.003,0.002,0.003,0.001,0.56,0.13,4.06,0.42,0.032,0.044,0,0,321,49.5,0.56,0.81,0.36,0.1,0.02,0.01,0.053,0.016,644,56.5,550,64.3,6.33,1.14,3.05,0.91,3.9,0.76,28.15,0.85,25.48,0.76,0.8,0.02,0.52,0.07,1.35,0.06,0,0,2.67,0.11,0,0,36.44,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0.19,9.34,0.23,10.22,0.38,20.14,0.86,5.96,0.16,4.05,0.21,5.56,0.12,3.24,0.21,2.44,0.21,3.69,0.33,6.32,0.14,3.55,0.09,0.74,0.06,1.6,0.12,4.27,0.19,3.3,0.13,1.43,0.14,4.35,0.24,215,27.2,92.57,6.98,122,33.5,0,0,1.95,0.53,1.94,0.93,133,7,25.63,0.79,9.02,0.62,5.67,0.64
H020,Sunflower seeds,Helianthus annuus,5,3.53,0.29,23.53,0.56,3.44,0.26,51.85,0.07,10.8,0.13,8.51,0.17,2.29,0.07,6.85,0.99,2453,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.08,0.16,0.01,8.29,1.69,3.81,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,6.8,0.09,0.018,0,0,0,0,0,0,11.76,0.26,14.42,0.58,175,3,423,15.4,13.93,0.81,0,0,0,0,0,0,0,0,0,0,47.49,10.65,3215,109,2166,179,175,7.7,411,33.7,145,12.2,0,0,71.56,7.04,0,0,17649,467,82.25,11.93,0,0,25545,308,35.6,5.78,6159,310,17803,471,25580,305,0.59,0.064,0.13,0.027,1.6,0.27,0.97,0.05,0.94,0.15,2.44,0.18,81.79,21.37,0,0,0,0,1.54,0.18,0,0,0,0,21.39,0.37,3.42,0.67,3.41,0.32,0,0,0,0,0,0,0,0,0,0,12.93,1.24,9.2,0.89,0,0,20,2.52,2.48,0.71,0,0,0,0,0,0,0,0,8.15,1.18,249,12,1.33,0.51,0,0,0.005,0,176,27,0.009,0.002,0.021,0.001,2.78,0.99,5.85,1.09,0.009,0.003,0.006,0,413,33.5,2.35,0.91,0,0,0.047,0.02,0.322,0.144,752,118,559,8,0,0,1.9,0.44,7.07,0.52,6.79,0.56,3.97,0.45,0.74,0.08,0.6,0.02,1.48,0.15,0,0,2.81,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69,0.33,8.55,0.37,9.8,0.29,22.29,0.81,6.29,0.18,4.76,0.28,5.51,0.08,2.47,0.11,2.3,0.1,4.21,0.08,6.38,0.34,3.26,0.26,0.84,0.19,1.43,0.15,4.97,0.31,3.31,0.16,1.14,0.06,4.99,0.19,23.7,5.39,6.13,0.72,17.57,5.94,0,0,33.42,1.26,1.46,0.23,7.47,1.05,0,0,0.6,0.05,57.95,9.16
H021,Walnut,Juglans regia,6,3.56,0.22,14.92,0.62,1.72,0.08,64.27,0.05,5.39,0.19,4.74,0.17,0.65,0.03,10.14,0.69,2809,3,0.1,0.03,0,0,6.61,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0.3,216,1.2,0,0,0,0,0,0,0,0,2.99,0.13,1.36,0.08,125,3.2,1001,17.3,10.03,0.14,0,0,0,0,0,0,0,0,0,0,0,0,3661,50.6,1502,36.3,44.18,21.48,0,0,0,0,0,0,39.95,6.12,0,0,11168,799,108,13.5,0,0,36205,626,8710,238,5208,74.2,11316,796,44915,830,0.4,0.02,0.12,0.006,0.86,0.03,0.84,0.03,0.8,0.072,13.05,1.48,57.95,9.72,0.88,0.1,0,0,46.31,2.64,0,0,0,0,2.65,1.09,3.5,0.44,0.43,0.15,0.16,0.03,0.1,0,0,0,0,0,0,0,4.12,1.14,84.92,1.55,0,0,21.7,10.05,2.3,0.82,0,0,4.94,0.79,0,0,0,0,9.53,0.91,122,5.8,0.37,0.15,0.46,0.52,0,0,105,5.9,0.006,0.007,0.009,0.003,1.52,0.33,3.21,0.17,0.015,0.012,0,0,180,16.2,3.47,0.32,0,0,0.02,0.006,0.3,0.079,400,43,457,33.2,6.53,3.72,1.33,0.56,2.94,0.25,10.05,0.73,6.63,0.34,1.1,0.02,0.36,0.03,1.76,0.1,0,0,3.22,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0.6,13.47,0.49,10.18,0.9,20.5,0.77,5.55,0.32,3.42,0.35,6.54,0.5,2.73,0.34,2.34,0.24,4.74,0.12,6.87,0.5,2.18,0.54,0.73,0.13,1.36,0.13,4.41,0.68,3.08,0.28,1.04,0.13,5.78,0.36,37.03,9.41,27.31,4.89,9.72,5.45,3.33,0.85,15.32,0.8,0,0,24.59,0.82,0,0,279,3.7,81.29,11.73
I001,"Jaggery, cane",Saccharum officinarum,6,11.2,0.49,1.85,0.19,1.92,0.17,0.16,0.02,0,0,0,0,0,0,84.87,0.63,1480,9,0.95,0.19,0,0,0.5,0.44,0.18,0.17,0.63,0.29,0,0,0,0,0.07,0.02,0.15,0.02,0.49,0.26,0,0,0,0,0,0,7.76,0.93,0,0,0.18,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.01,0,0,0,0,127,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3.15,24.23,1.77,0,0,0,0,0,0,0,0,0,0,0,0,21.67,1.45,0,0,0,0,33.1,2.09,0,0,69.23,4.91,21.67,1.45,33.1,2.09,0.04,0.006,0.01,0,0.02,0,0.23,0.01,0.71,0.084,0.58,0.06,14.4,2.4,0,0,0,0,0.47,0.06,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0,0,0,5.9,1.83,0,0,0,0,0,0,0,0,0,0,0,0,18.49,2.26,2.4,0.82,0,0,0,0,107,19.7,0.011,0.006,0.006,0.004,0.07,0.04,4.63,1.23,0.008,0.002,0.005,0.004,115,27.9,0.72,0.39,0,0,0,0,0.017,0.006,74.53,12.2,488,103,0,0,25.38,7.47,0.45,0.22,84.32,3.22,0,0,22.31,1.92,3.79,0.79,58.23,1.21,0,0,84.32,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0.25,3.01,0.42,31.24,0.9,12.89,2.93,2.72,0.71,1.71,0.74,3.34,0.28,1,0.18,1.64,0.41,2.27,0.57,2.97,0.14,2.73,0.15,0.44,0.11,0.49,0.1,4.82,0.46,2.18,0.25,0.59,0.18,3.45,0.3,0,0,0,0,0,0,0,0,5.24,1.14,3.31,0.7,36.91,1.9,60.69,2.73,46.62,2.59,3.21,0.98
I002,"Sugarcane, juice",Saccharum officinarum,6,85.54,0.99,0.16,0.03,0.23,0.02,0.4,0.05,0.56,0.09,0.4,0.05,0.16,0.05,13.11,0.93,242,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.07,0.55,0.25,0,0,0.31,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,1.27,0.03,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,4.4,20.8,2.38,0,0,0,0,0,0,0,0,0,0,0,0,29.7,2.99,0,0,0,0,145,12.5,28.34,4.27,140,3.1,29.7,2.99,173,16.1,0.03,0.003,0.04,0.004,0.14,0.02,0.07,0.01,0.4,0.089,0.59,0.06,44.53,4.14,6.73,1.56,0,0,0.41,0.01,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,8.36,2.4,0,0,0,0,0,0,0,0,0,0,7.87,0.37,41.23,4.16,0.14,0.12,0,0,0,0,18,4.07,0.002,0,0.001,0,0.03,0.01,1.12,0.27,0.001,0.001,0.001,0,13.03,6.37,0.33,0.23,0,0,0,0,0.002,0,22.08,5.08,150,47.2,0,0,1.16,0.28,0.14,0.07,12.85,0.8,0,0,0.55,0.22,2.27,0.49,10.03,0.33,0,0,12.85,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,0.36,3.43,0.16,30.49,1.15,11.6,0.54,2.7,0.22,2.46,0.25,3.55,0.31,2.35,0.19,1.79,0.17,3.81,0.15,3.55,0.08,2.53,0.29,0.4,0.06,0.52,0.14,5.11,0.29,3.02,0.1,0.75,0.16,4.19,0.27,0,0,0,0,0,0,0,0,3.55,1.01,0,0,2.04,0.49,132,6.2,459,5.4,0,0
J001,"Button mushroom, fresh",Agaricus sp.,1,90.09,0,3.68,0,0.71,0,0.42,0,3.11,0,2.76,0,0.35,0,1.98,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,1.25,0,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,40.06,0,12.95,0,5.07,0,2.98,0,0,0,0,0,1.23,0,0,0,5.25,0,0.34,0,0,0,263,0,0,0,62.89,0,6.82,0,263,0,0.01,0,0.03,0,0.68,0,0.43,0,0.12,0,9.23,0,8.28,0,0,0,0,0,20.54,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.15,0,0.288,0,18.38,0,0.01,0,0.001,0,0.09,0,0.29,0,1.725,0,1.275,0,18.3,0,0.15,0,0,0,0.002,0,0.009,0,87.11,0,318,0,0,0,7.72,0,0.17,0,0.8,0,0.7,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,6.6,0,10.24,0,14.35,0,5.38,0,3.8,0,4.32,0,3.2,0,2.68,0,4.36,0,6.88,0,6.82,0,1.66,0,0.98,0,4.63,0,4.4,0,1.26,0,5.48,0,10.23,0,2.46,0,7.77,0,0,0,5.61,0,0.81,0,3.5,0,0,0,0,0,0,0
J002,"Chicken mushroom, fresh",Lactiporus sp.,1,92.43,0,1.84,0,0.74,0,0.25,0,1.99,0,1.82,0,0.18,0,2.76,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,0,1.94,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,54.83,0,3.99,0,0,0,0,0,0,0,0,0,0.62,0,0,0,2.4,0,0,0,0,0,111,0,26.43,0,59.6,0,3.02,0,137,0,0.37,0,0.06,0,1.45,0,1.48,0,0.11,0,8.94,0,11.13,0,0.45,0,0,0,27.58,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0,0.42,0,0.3,0,0,0,0,0,10.78,0,0.18,0,0,0,0,0,0,0,79.74,0,340,0,0,0,10.22,0,0.55,0,1.96,0,1.86,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,7.23,0,10.3,0,15.8,0,5.26,0,4.21,0,4.5,0,3.18,0,2.16,0,4.42,0,7.03,0,7.2,0,1.7,0,1.02,0,4.5,0,4.38,0,1.3,0,5.36,0,12.56,0,3.55,0,9.01,0,0,0,6.48,0,0.97,0,3.96,0,0,0,0,0,0,0
J003,"Shiitake mushroom, fresh",Lentinula sp.,1,82.94,0,3.19,0,1.11,0,0.76,0,3.02,0,2.03,0,0.99,0,8.98,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,0,2.19,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,72.7,0,18.44,0,9.17,0,5.21,0,0,0,0,0,2.05,0,0,0,9.73,0,0.55,0,0,0,417,0,0,0,116,0,12.33,0,480,0,0.05,0,0.16,0,1.92,0,2.04,0,0.45,0,10.6,0,10.92,0,0,0,0,0,36.4,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,2.54,0,1.154,0,5.3,0,0.022,0,0.001,0,0.23,0,1.93,0,1.666,0,1.023,0,24.47,0,0.13,0,0.15,0,0.002,0,0.007,0,96.36,0,323,0,0,0,9.3,0,1.21,0,4.51,0,4.31,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,63.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,6.8,0,10.51,0,14.67,0,5.8,0,3.66,0,4.45,0,3.1,0,2.2,0,4.5,0,7.14,0,7.36,0,1.56,0,1.06,0,4.2,0,4.92,0,1.32,0,6.08,0,15.84,0,4.12,0,11.72,0,0,0,6.25,0,0.76,0,3.25,0,0,0,0,0,0,0
J004,"Oyster mushroom, dried",Pleurotus sp.,1,4.51,0,19.04,0,1.41,0,2.86,0,39.12,0,35.64,0,3.48,0,33.07,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72,0,2.03,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.67,0,256,0,91.79,0,36.78,0,20.76,0,0,0,0,0,7.94,0,0,0,38.44,0,27.58,0,0,0,1491,0,0,0,422,0,73.96,0,1792,0,0.24,0,0.17,0,3.77,0,2.33,0,0.85,0,22.51,0,10.4,0,0,0,0,0,109,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,0,1.95,0,3.591,0,23.61,0,0.058,0,0.003,0,0.9,0,3.58,0,9.301,0,4.383,0,136,0,1.02,0,5.01,0,0.004,0,0.044,0,702,0,350,0,0.04,0,8.67,0,8.67,0,22,0,21.32,0,0.68,0,0,0,0,0,0,0,0.68,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,6.94,0,10.72,0,15.6,0,5.69,0,4.4,0,4.8,0,3.08,0,2.81,0,4.3,0,7.08,0,7.54,0,1.82,0,1.2,0,4.52,0,4.86,0,1.41,0,6.16,0,20.65,0,6.34,0,14.31,0,0,0,6.97,0,0.86,0,3.04,0,0,0,0,0,0,0
K001,Toddy,,10,93.86,0.59,0.18,0.05,0.21,0.03,0.03,0.01,0,0,0,0,0,0,5.72,0.55,101,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,113,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.38,21.04,0.93,7.5,0.4,0,0,0,0,0,0,0,0,4.19,0.81,0,0,30.49,1.14,0,0,0,0,44.9,1.71,20.28,0.78,30.65,0.93,34.68,0.79,65.18,2.11,0.01,0.002,0.27,0.048,0.35,0.05,0.08,0.02,0.03,0.014,1.96,0.28,0.73,0.11,0.92,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.25,0,0,0,0,0.02,0.01,0.42,0.13,0,0,0,0,3.99,0.64,0.02,0.01,0,0,0,0,0,0,5.82,1.31,83.54,17.52,0,0,1.64,0.45,0.01,0.01,5.73,0.17,0,0,5.73,0.17,0,0,0,0,0,0,5.73,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0
K002,Coconut Water,,6,95.77,0.42,0.26,0.04,0.65,0.06,0.16,0.02,0,0,0,0,0,0,3.16,0.39,64,7,0.15,0.03,0,0,0,0,0,0,0.23,0.03,0,0,0,0,0,0,0,0,0.43,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.76,3.14,0,0,0,0,0,0,0,0,0.02,0,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,47.14,3.52,24.62,2.06,16.18,0.97,5.56,1.1,0,0,0,0,0,0,0,0,0,0,0,0,10.78,0.38,0,0,0,0,3.73,0.91,0,0,93.49,4.64,24.11,32.54,3.73,0.91,0.01,0,0.01,0,0.04,0.01,0.26,0.02,0.06,0.006,0.21,0.02,10.88,1.86,0.64,0.11,0,0,0,0,0,0,0,0,0.45,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.03,2.69,0.18,0,0,4.53,2.12,0,0,0,0,0,0,0,0,0,0,0,0,46.12,7.32,0.04,0.02,0,0,0,0,27.47,4.28,0.001,0.001,0,0,0.02,0.01,0.06,0.01,0.003,0.003,0,0,18.19,6.03,0.48,0.16,0,0,0,0,0.043,0.034,18.05,7.06,215,40,0,0,28.09,4.41,0.04,0.01,3.06,0.07,0,0,3.06,0.07,0,0,0,0,0,0,3.06,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.28,2.26,5.13,1.26,10.81,0.71,31.01,1.65,1.97,0.64,4.25,1.56,5.05,1.71,1.57,0.31,1.75,0.46,1.58,0.28,2.35,0.56,3.84,2.33,0.59,0.12,0.99,0.13,1.95,0.89,2.69,0.66,0.78,0.18,3.02,0.59,0,0,0,0,0,0,0.82,0.07,0,0,1.74,0.92,0,0,0,0,124,15.5,4.2,1.1
