recipe_id,ingredient_number,ingredient_name,quantity,category
RCP01066,4,Eggs,427g,Proteins
RCP01066,5,Coconut Milk,2 tbsp,Liquids
RCP01066,6,Chickpea Flour,318 g,Grains
RCP01066,7,Curry Leaves,4 tbsp,Aromatics
RCP01066,8,Chickpea Flour,218 g,Grains
RCP01066,9,Cloves,2 tsp,Spices
RCP01066,10,Sesame Seeds,3 tbsp,Others
RCP01067,1,Onion,2 medium,Vegetables
RCP01067,2,Garlic,6 cloves,Vegetables
RCP01067,3,Salt,to taste,Others
RCP01067,4,Beef,542g,Proteins
RCP01067,5,Almonds,2 tbsp,Others
RCP01067,6,Mustard Seeds,3 tbsp,Others
RCP01067,7,Tofu,1 tbsp,Proteins
RCP01067,8,Tomato,1 medium,Vegetables
RCP01067,9,Milk,397 ml,Dairy
RCP01067,10,Carrot,1 medium,Vegetables
RCP01067,11,Turmeric,2 tsp,Spices
RCP01067,12,Coconut Milk,4 tbsp,Liquids
RCP01067,13,Curry Leaves,3 tbsp,Aromatics
RCP01067,14,Basmati Rice,298 g,Grains
RCP01067,15,Coconut Milk,4 tbsp,Liquids
RCP01067,16,Chicken,4 tbsp,Proteins
RCP01067,17,Lemon Juice,2 tbsp,Liquids
RCP01067,18,Milk,448 ml,Dairy
RCP01067,19,Fish,2 tbsp,Proteins
RCP01068,1,Onion,2 medium,Vegetables
RCP01068,2,Garlic,7 cloves,Vegetables
RCP01068,3,Salt,to taste,Others
RCP01068,4,Fish,876g,Proteins
RCP01068,5,Fenugreek Leaves,2 tbsp,Aromatics
RCP01068,6,Yogurt,174 ml,Dairy
RCP01068,7,Fish,4 tbsp,Proteins
RCP01068,8,Almonds,3 tbsp,Others
RCP01068,9,Fish,2 tbsp,Proteins
RCP01068,10,Paneer,192 ml,Dairy
RCP01068,11,Beef,1 tbsp,Proteins
RCP01068,12,Mint Leaves,2 tbsp,Aromatics
RCP01068,13,Fresh Coriander,4 tbsp,Aromatics
RCP01069,1,Onion,1 medium,Vegetables
RCP01069,2,Garlic,3 cloves,Vegetables
RCP01069,3,Salt,to taste,Others
RCP01069,4,Eggs,447g,Proteins
RCP01069,5,Paneer,2 tbsp,Proteins
RCP01069,6,Bay Leaf,1 tsp,Spices
RCP01069,7,Cashews,3 tbsp,Others
RCP01069,8,Butter,349 ml,Dairy
RCP01069,9,Cloves,1 tsp,Spices
RCP01070,1,Onion,1 medium,Vegetables
RCP01070,2,Garlic,5 cloves,Vegetables
RCP01070,3,Salt,to taste,Others
RCP01070,4,Eggs,368g,Proteins
RCP01070,5,Spinach,1 medium,Vegetables
RCP01070,6,Fresh Coriander,4 tbsp,Aromatics
RCP01070,7,Red Chili Powder,1 tsp,Spices
RCP01070,8,Garam Masala,2 tsp,Spices
RCP01070,9,Peas,2 medium,Vegetables
RCP01070,10,Chickpea Flour,436 g,Grains
RCP01070,11,Milk,442 ml,Dairy
RCP01070,12,Lemon Juice,1 tbsp,Liquids
RCP01071,1,Onion,3 medium,Vegetables
RCP01071,2,Garlic,6 cloves,Vegetables
RCP01071,3,Salt,to taste,Others
RCP01071,4,Mutton,347g,Proteins
RCP01071,5,Fresh Coriander,3 tbsp,Aromatics
RCP01071,6,Green Chili,2 medium,Vegetables
RCP01071,7,Tofu,1 tbsp,Proteins
RCP01071,8,Curry Leaves,3 tbsp,Aromatics
RCP01071,9,Basmati Rice,344 g,Grains
RCP01072,1,Onion,3 medium,Vegetables
RCP01072,2,Garlic,6 cloves,Vegetables
RCP01072,3,Salt,to taste,Others
RCP01072,4,Eggs,371g,Proteins
RCP01072,5,Cauliflower,2 medium,Vegetables
RCP01072,6,Onion,2 medium,Vegetables
RCP01072,7,Basmati Rice,444 g,Grains
RCP01073,1,Onion,3 medium,Vegetables
RCP01073,2,Garlic,8 cloves,Vegetables
RCP01073,3,Salt,to taste,Others
RCP01073,4,Mutton,813g,Proteins
RCP01073,5,Mint Leaves,3 tbsp,Aromatics
RCP01073,6,Cinnamon,2 tsp,Spices
RCP01073,7,All-Purpose Flour,235 g,Grains
RCP01073,8,Lemon Juice,1 tbsp,Liquids
RCP01074,1,Onion,3 medium,Vegetables
RCP01074,2,Garlic,4 cloves,Vegetables
RCP01074,3,Salt,to taste,Others
RCP01074,4,Chickpeas,266g,Proteins
RCP01074,5,Ginger,1 medium,Vegetables
RCP01074,6,Eggs,2 tbsp,Proteins
RCP01074,7,Lemon Juice,3 tbsp,Liquids
RCP01074,8,Curry Leaves,1 tbsp,Aromatics
RCP01074,9,Cumin,1 tsp,Spices
RCP01074,10,Tamarind Paste,1 tbsp,Liquids
RCP01074,11,Cardamom,2 tsp,Spices
RCP01074,12,Cashews,2 tbsp,Others
RCP01074,13,Water,4 tbsp,Liquids
RCP01074,14,Fresh Coriander,3 tbsp,Aromatics
RCP01075,1,Onion,3 medium,Vegetables
RCP01075,2,Garlic,5 cloves,Vegetables
RCP01075,3,Salt,to taste,Others
RCP01075,4,Beef,844g,Proteins
RCP01075,5,Red Chili Powder,2 tsp,Spices
RCP01075,6,Milk,292 ml,Dairy
RCP01075,7,Butter,305 ml,Dairy
RCP01075,8,Cardamom,1 tsp,Spices
RCP01075,9,Cauliflower,1 medium,Vegetables
RCP01076,1,Onion,1 medium,Vegetables
RCP01076,2,Garlic,9 cloves,Vegetables
RCP01076,3,Salt,to taste,Others
RCP01076,4,Chicken,865g,Proteins
RCP01076,5,Curry Leaves,2 tbsp,Aromatics
RCP01076,6,Cream,195 ml,Dairy
RCP01077,1,Onion,2 medium,Vegetables
RCP01077,2,Garlic,3 cloves,Vegetables
RCP01077,3,Salt,to taste,Others
RCP01077,4,Shrimp,436g,Proteins
RCP01077,5,Tofu,1 tbsp,Proteins
RCP01077,6,Butter,436 ml,Dairy
RCP01077,7,Tamarind Paste,1 tbsp,Liquids
RCP01077,8,Cashews,4 tbsp,Others
RCP01077,9,Bay Leaf,2 tsp,Spices
RCP01077,10,Sesame Seeds,4 tbsp,Others
RCP01077,11,Coconut Milk,1 tbsp,Liquids
RCP01077,12,Mustard Seeds,4 tbsp,Others
RCP01077,13,Coconut Milk,4 tbsp,Liquids
RCP01077,14,Cinnamon,1 tsp,Spices
RCP01078,1,Onion,3 medium,Vegetables
RCP01078,2,Garlic,3 cloves,Vegetables
RCP01078,3,Salt,to taste,Others
RCP01078,4,Paneer,608g,Proteins
RCP01078,5,Black Pepper,1 tsp,Spices
RCP01078,6,All-Purpose Flour,461 g,Grains
RCP01078,7,Mutton,2 tbsp,Proteins
RCP01078,8,Lentils (Dal),2 tbsp,Proteins
RCP01078,9,Chickpea Flour,201 g,Grains
RCP01078,10,Garlic,1 medium,Vegetables
RCP01078,11,Sesame Seeds,2 tbsp,Others
RCP01078,12,Curry Leaves,3 tbsp,Aromatics
RCP01078,13,Mutton,1 tbsp,Proteins
RCP01078,14,Chickpea Flour,427 g,Grains
RCP01078,15,Fresh Coriander,4 tbsp,Aromatics
RCP01079,1,Onion,1 medium,Vegetables
RCP01079,2,Garlic,6 cloves,Vegetables
RCP01079,3,Salt,to taste,Others
RCP01079,4,Lentils (Dal),344g,Proteins
RCP01079,5,Mint Leaves,3 tbsp,Aromatics
RCP01079,6,Green Chili,2 medium,Vegetables
RCP01079,7,Milk,106 ml,Dairy
RCP01080,1,Onion,1 medium,Vegetables
RCP01080,2,Garlic,4 cloves,Vegetables
RCP01080,3,Salt,to taste,Others
RCP01080,4,Paneer,426g,Proteins
RCP01080,5,Mint Leaves,1 tbsp,Aromatics
RCP01080,6,Yogurt,468 ml,Dairy
RCP01080,7,Yogurt,195 ml,Dairy
RCP01080,8,Fenugreek Leaves,2 tbsp,Aromatics
RCP01081,1,Onion,2 medium,Vegetables
RCP01081,2,Garlic,8 cloves,Vegetables
RCP01081,3,Salt,to taste,Others
RCP01081,4,Eggs,477g,Proteins
RCP01081,5,Paneer,2 tbsp,Proteins
RCP01081,6,Semolina,302 g,Grains
RCP01081,7,Mutton,2 tbsp,Proteins
RCP01081,8,Fish,3 tbsp,Proteins
RCP01081,9,Wheat Flour,490 g,Grains
RCP01081,10,Paneer,272 ml,Dairy
RCP01081,11,Fish,3 tbsp,Proteins
RCP01081,12,Tamarind Paste,3 tbsp,Liquids
RCP01081,13,Cauliflower,1 medium,Vegetables
RCP01081,14,Almonds,1 tbsp,Others
RCP01081,15,Mint Leaves,1 tbsp,Aromatics
RCP01082,1,Onion,3 medium,Vegetables
RCP01082,2,Garlic,5 cloves,Vegetables
RCP01082,3,Salt,to taste,Others
RCP01082,4,Fish,760g,Proteins
RCP01082,5,Mutton,3 tbsp,Proteins
RCP01082,6,Turmeric,2 tsp,Spices
RCP01082,7,Fresh Coriander,4 tbsp,Aromatics
RCP01082,8,Sesame Seeds,1 tbsp,Others
RCP01082,9,Coconut Milk,4 tbsp,Liquids
RCP01082,10,Black Pepper,2 tsp,Spices
RCP01082,11,Mutton,1 tbsp,Proteins
RCP01082,12,Raisins,3 tbsp,Others
RCP01082,13,Carrot,2 medium,Vegetables
RCP01082,14,Raisins,2 tbsp,Others
RCP01082,15,Mutton,3 tbsp,Proteins
RCP01083,1,Onion,2 medium,Vegetables
RCP01083,2,Garlic,7 cloves,Vegetables
RCP01083,3,Salt,to taste,Others
RCP01083,4,Chickpeas,455g,Proteins
RCP01083,5,Cauliflower,1 medium,Vegetables
RCP01083,6,Coriander,1 tsp,Spices
RCP01083,7,Lentils (Dal),4 tbsp,Proteins
RCP01083,8,Chicken,3 tbsp,Proteins
RCP01083,9,Ghee,191 ml,Dairy
RCP01083,10,Cinnamon,2 tsp,Spices
RCP01083,11,Paneer,296 ml,Dairy
RCP01083,12,Yogurt,341 ml,Dairy
RCP01083,13,Chicken,4 tbsp,Proteins
RCP01083,14,Yogurt,419 ml,Dairy
RCP01084,1,Onion,1 medium,Vegetables
RCP01084,2,Garlic,6 cloves,Vegetables
RCP01084,3,Salt,to taste,Others
RCP01084,4,Chickpeas,402g,Proteins
RCP01084,5,Milk,325 ml,Dairy
RCP01084,6,Coriander,2 tsp,Spices
RCP01084,7,Sesame Seeds,2 tbsp,Others
RCP01084,8,Cinnamon,2 tsp,Spices
RCP01084,9,Cauliflower,1 medium,Vegetables
RCP01084,10,Tamarind Paste,2 tbsp,Liquids
RCP01084,11,Fish,4 tbsp,Proteins
RCP01084,12,Chickpea Flour,384 g,Grains
RCP01084,13,Sesame Seeds,4 tbsp,Others
RCP01084,14,Curry Leaves,4 tbsp,Aromatics
RCP01084,15,Fresh Coriander,2 tbsp,Aromatics
RCP01085,1,Onion,3 medium,Vegetables
RCP01085,2,Garlic,7 cloves,Vegetables
RCP01085,3,Salt,to taste,Others
RCP01085,4,Chickpeas,322g,Proteins
RCP01085,5,Oil,4 tbsp,Liquids
RCP01085,6,Oil,3 tbsp,Liquids
RCP01085,7,Basmati Rice,222 g,Grains
RCP01086,1,Onion,1 medium,Vegetables
RCP01086,2,Garlic,3 cloves,Vegetables
RCP01086,3,Salt,to taste,Others
RCP01086,4,Shrimp,835g,Proteins
RCP01086,5,Water,3 tbsp,Liquids
RCP01086,6,Tomato,1 medium,Vegetables
RCP01086,7,Coriander,2 tsp,Spices
RCP01086,8,Green Chili,1 medium,Vegetables
RCP01086,9,Mint Leaves,3 tbsp,Aromatics
RCP01087,1,Onion,1 medium,Vegetables
RCP01087,2,Garlic,3 cloves,Vegetables
RCP01087,3,Salt,to taste,Others
RCP01087,4,Lentils (Dal),388g,Proteins
RCP01087,5,Almonds,2 tbsp,Others
RCP01087,6,Cream,212 ml,Dairy
RCP01087,7,Semolina,376 g,Grains
RCP01087,8,Curry Leaves,3 tbsp,Aromatics
RCP01088,1,Onion,1 medium,Vegetables
RCP01088,2,Garlic,4 cloves,Vegetables
RCP01088,3,Salt,to taste,Others
RCP01088,4,Shrimp,612g,Proteins
RCP01088,5,All-Purpose Flour,237 g,Grains
RCP01088,6,Curry Leaves,3 tbsp,Aromatics
RCP01088,7,Eggs,3 tbsp,Proteins
RCP01088,8,Semolina,272 g,Grains
RCP01088,9,Sesame Seeds,3 tbsp,Others
RCP01089,1,Onion,2 medium,Vegetables
RCP01089,2,Garlic,7 cloves,Vegetables
RCP01089,3,Salt,to taste,Others
RCP01089,4,Beef,707g,Proteins
RCP01089,5,Salt,1 tbsp,Others
RCP01090,1,Onion,3 medium,Vegetables
RCP01090,2,Garlic,4 cloves,Vegetables
RCP01090,3,Salt,to taste,Others
RCP01090,4,Paneer,584g,Proteins
RCP01090,5,Peas,1 medium,Vegetables
RCP01090,6,Garlic,1 medium,Vegetables
RCP01090,7,Fish,4 tbsp,Proteins
RCP01090,8,Bay Leaf,1 tsp,Spices
RCP01090,9,Lemon Juice,3 tbsp,Liquids
RCP01090,10,Tomato,2 medium,Vegetables
RCP01090,11,Garlic,1 medium,Vegetables
RCP01091,1,Onion,3 medium,Vegetables
RCP01091,2,Garlic,6 cloves,Vegetables
RCP01091,3,Salt,to taste,Others
RCP01091,4,Shrimp,811g,Proteins
RCP01091,5,Semolina,416 g,Grains
RCP01091,6,Salt,1 tbsp,Others
RCP01091,7,Bay Leaf,1 tsp,Spices
RCP01092,1,Onion,2 medium,Vegetables
RCP01092,2,Garlic,8 cloves,Vegetables
RCP01092,3,Salt,to taste,Others
RCP01092,4,Beef,592g,Proteins
RCP01092,5,Chickpeas,3 tbsp,Proteins
RCP01092,6,Tamarind Paste,3 tbsp,Liquids
RCP01092,7,Cream,136 ml,Dairy
RCP01092,8,Chicken,3 tbsp,Proteins
RCP01093,1,Onion,2 medium,Vegetables
RCP01093,2,Garlic,4 cloves,Vegetables
RCP01093,3,Salt,to taste,Others
RCP01093,4,Chickpeas,415g,Proteins
RCP01093,5,Cardamom,1 tsp,Spices
RCP01093,6,Shrimp,2 tbsp,Proteins
RCP01093,7,Bay Leaf,2 tsp,Spices
RCP01093,8,Paneer,205 ml,Dairy
RCP01093,9,Fish,4 tbsp,Proteins
RCP01093,10,Eggs,3 tbsp,Proteins
RCP01093,11,Green Chili,2 medium,Vegetables
RCP01094,1,Onion,3 medium,Vegetables
RCP01094,2,Garlic,3 cloves,Vegetables
RCP01094,3,Salt,to taste,Others
RCP01094,4,Fish,977g,Proteins
RCP01094,5,Bell Pepper,1 medium,Vegetables
RCP01094,6,Cloves,1 tsp,Spices
RCP01094,7,Oil,2 tbsp,Liquids
RCP01094,8,Wheat Flour,263 g,Grains
RCP01094,9,Coriander,1 tsp,Spices
RCP01094,10,Ghee,102 ml,Dairy
RCP01094,11,Turmeric,2 tsp,Spices
RCP01094,12,Onion,2 medium,Vegetables
RCP01095,1,Onion,3 medium,Vegetables
RCP01095,2,Garlic,8 cloves,Vegetables
RCP01095,3,Salt,to taste,Others
RCP01095,4,Chickpeas,436g,Proteins
RCP01095,5,Sesame Seeds,4 tbsp,Others
RCP01096,1,Onion,2 medium,Vegetables
RCP01096,2,Garlic,9 cloves,Vegetables
RCP01096,3,Salt,to taste,Others
RCP01096,4,Shrimp,979g,Proteins
RCP01096,5,Curry Leaves,2 tbsp,Aromatics
RCP01096,6,Fish,3 tbsp,Proteins
RCP01097,1,Onion,1 medium,Vegetables
RCP01097,2,Garlic,5 cloves,Vegetables
RCP01097,3,Salt,to taste,Others
RCP01097,4,Paneer,970g,Proteins
RCP01097,5,Salt,3 tbsp,Others
RCP01097,6,Lemon Juice,4 tbsp,Liquids
RCP01097,7,Chickpea Flour,385 g,Grains
RCP01098,1,Onion,1 medium,Vegetables
RCP01098,2,Garlic,9 cloves,Vegetables
RCP01098,3,Salt,to taste,Others
RCP01098,4,Eggs,395g,Proteins
RCP01098,5,Onion,1 medium,Vegetables
RCP01098,6,Lentils (Dal),1 tbsp,Proteins
RCP01098,7,Cashews,1 tbsp,Others
RCP01098,8,Cloves,1 tsp,Spices
RCP01098,9,Cumin,2 tsp,Spices
RCP01098,10,Raisins,1 tbsp,Others
RCP01098,11,All-Purpose Flour,337 g,Grains
RCP01098,12,Cinnamon,2 tsp,Spices
RCP01098,13,Semolina,281 g,Grains
RCP01099,1,Onion,3 medium,Vegetables
RCP01099,2,Garlic,7 cloves,Vegetables
RCP01099,3,Salt,to taste,Others
RCP01099,4,Eggs,273g,Proteins
RCP01099,5,Coconut Milk,2 tbsp,Liquids
RCP01099,6,Fenugreek Leaves,2 tbsp,Aromatics
RCP01099,7,Basmati Rice,453 g,Grains
RCP01100,1,Onion,3 medium,Vegetables
RCP01100,2,Garlic,4 cloves,Vegetables
RCP01100,3,Salt,to taste,Others
RCP01100,4,Beef,395g,Proteins
RCP01100,5,Sesame Seeds,4 tbsp,Others
RCP01100,6,Salt,2 tbsp,Others
RCP01100,7,Butter,214 ml,Dairy
RCP01100,8,Salt,4 tbsp,Others
RCP01101,1,Onion,1 medium,Vegetables
RCP01101,2,Garlic,8 cloves,Vegetables
RCP01101,3,Salt,to taste,Others
RCP01101,4,Eggs,255g,Proteins
RCP01101,5,Black Pepper,1 tsp,Spices
RCP01101,6,Lemon Juice,4 tbsp,Liquids
RCP01101,7,Salt,1 tbsp,Others
RCP01101,8,Cream,412 ml,Dairy
RCP01101,9,Curry Leaves,4 tbsp,Aromatics
RCP01101,10,Curry Leaves,1 tbsp,Aromatics
RCP01101,11,Bell Pepper,1 medium,Vegetables
RCP01101,12,Cardamom,2 tsp,Spices
RCP01101,13,Chickpeas,2 tbsp,Proteins
RCP01102,1,Onion,1 medium,Vegetables
RCP01102,2,Garlic,7 cloves,Vegetables
RCP01102,3,Salt,to taste,Others
RCP01102,4,Mutton,850g,Proteins
RCP01102,5,Curry Leaves,3 tbsp,Aromatics
RCP01103,1,Onion,2 medium,Vegetables
RCP01103,2,Garlic,7 cloves,Vegetables
RCP01103,3,Salt,to taste,Others
RCP01103,4,Chickpeas,237g,Proteins
RCP01103,5,Chickpea Flour,376 g,Grains
RCP01103,6,Salt,1 tbsp,Others
RCP01103,7,Eggs,4 tbsp,Proteins
RCP01103,8,Curry Leaves,1 tbsp,Aromatics
RCP01103,9,Water,1 tbsp,Liquids
RCP01104,1,Onion,3 medium,Vegetables
RCP01104,2,Garlic,6 cloves,Vegetables
RCP01104,3,Salt,to taste,Others
RCP01104,4,Fish,802g,Proteins
RCP01104,5,Curry Leaves,4 tbsp,Aromatics
RCP01104,6,Chickpeas,2 tbsp,Proteins
RCP01104,7,Cauliflower,1 medium,Vegetables
RCP01104,8,Tofu,2 tbsp,Proteins
RCP01104,9,Paneer,137 ml,Dairy
RCP01104,10,Water,3 tbsp,Liquids
RCP01104,11,Bell Pepper,2 medium,Vegetables
RCP01105,1,Onion,2 medium,Vegetables
RCP01105,2,Garlic,4 cloves,Vegetables
RCP01105,3,Salt,to taste,Others
RCP01105,4,Chicken,935g,Proteins
RCP01105,5,Semolina,326 g,Grains
RCP01105,6,Garam Masala,1 tsp,Spices
RCP01105,7,Fresh Coriander,1 tbsp,Aromatics
RCP01105,8,Cumin,2 tsp,Spices
RCP01105,9,Curry Leaves,2 tbsp,Aromatics
RCP01105,10,Tofu,1 tbsp,Proteins
RCP01106,1,Onion,2 medium,Vegetables
RCP01106,2,Garlic,6 cloves,Vegetables
RCP01106,3,Salt,to taste,Others
RCP01106,4,Chickpeas,301g,Proteins
RCP01106,5,Eggs,2 tbsp,Proteins
RCP01106,6,Fresh Coriander,2 tbsp,Aromatics
RCP01106,7,Milk,211 ml,Dairy
RCP01107,1,Onion,2 medium,Vegetables
RCP01107,2,Garlic,3 cloves,Vegetables
RCP01107,3,Salt,to taste,Others
RCP01107,4,Mutton,891g,Proteins
RCP01107,5,Semolina,244 g,Grains
RCP01107,6,Raisins,3 tbsp,Others
RCP01107,7,Yogurt,334 ml,Dairy
RCP01107,8,Vinegar,1 tbsp,Liquids
RCP01107,9,Mint Leaves,4 tbsp,Aromatics
RCP01107,10,Semolina,307 g,Grains
RCP01107,11,Yogurt,224 ml,Dairy
RCP01108,1,Onion,3 medium,Vegetables
RCP01108,2,Garlic,4 cloves,Vegetables
RCP01108,3,Salt,to taste,Others
RCP01108,4,Fish,422g,Proteins
RCP01108,5,Mint Leaves,3 tbsp,Aromatics
RCP01108,6,Bay Leaf,2 tsp,Spices
RCP01108,7,Wheat Flour,221 g,Grains
RCP01108,8,Tamarind Paste,3 tbsp,Liquids
RCP01108,9,Cashews,1 tbsp,Others
RCP01108,10,Salt,4 tbsp,Others
RCP01108,11,Tamarind Paste,4 tbsp,Liquids
RCP01108,12,Shrimp,2 tbsp,Proteins
RCP01108,13,Carrot,1 medium,Vegetables
RCP01108,14,Cloves,1 tsp,Spices
RCP01109,1,Onion,3 medium,Vegetables
RCP01109,2,Garlic,6 cloves,Vegetables
RCP01109,3,Salt,to taste,Others
RCP01109,4,Chickpeas,313g,Proteins
RCP01109,5,Chickpea Flour,283 g,Grains
RCP01109,6,Curry Leaves,1 tbsp,Aromatics
RCP01109,7,Ghee,442 ml,Dairy
RCP01109,8,Peas,2 medium,Vegetables
RCP01109,9,All-Purpose Flour,445 g,Grains
RCP01109,10,Beef,1 tbsp,Proteins
RCP01109,11,Cloves,2 tsp,Spices
RCP01109,12,Lemon Juice,1 tbsp,Liquids
RCP01109,13,All-Purpose Flour,288 g,Grains
RCP01109,14,Chickpea Flour,361 g,Grains
RCP01109,15,Cardamom,2 tsp,Spices
RCP01109,16,Tamarind Paste,4 tbsp,Liquids
RCP01109,17,Mustard Seeds,4 tbsp,Others
RCP01110,1,Onion,1 medium,Vegetables
RCP01110,2,Garlic,5 cloves,Vegetables
RCP01110,3,Salt,to taste,Others
RCP01110,4,Chickpeas,354g,Proteins
RCP01110,5,Fresh Coriander,4 tbsp,Aromatics
RCP01110,6,Lemon Juice,4 tbsp,Liquids
RCP01110,7,Sugar,3 tbsp,Others
RCP01110,8,Cloves,2 tsp,Spices
RCP01111,1,Onion,2 medium,Vegetables
RCP01111,2,Garlic,3 cloves,Vegetables
RCP01111,3,Salt,to taste,Others
RCP01111,4,Eggs,462g,Proteins
RCP01111,5,Tamarind Paste,2 tbsp,Liquids
RCP01111,6,Butter,171 ml,Dairy
RCP01111,7,Ginger,1 medium,Vegetables
RCP01111,8,Butter,302 ml,Dairy
RCP01111,9,Eggs,2 tbsp,Proteins
RCP01111,10,Fenugreek Leaves,3 tbsp,Aromatics
RCP01111,11,Almonds,2 tbsp,Others
RCP01111,12,Mustard Seeds,2 tbsp,Others
RCP01111,13,Lemon Juice,4 tbsp,Liquids
RCP01111,14,Eggs,2 tbsp,Proteins
RCP01112,1,Onion,1 medium,Vegetables
RCP01112,2,Garlic,6 cloves,Vegetables
RCP01112,3,Salt,to taste,Others
RCP01112,4,Shrimp,876g,Proteins
RCP01112,5,Fenugreek Leaves,3 tbsp,Aromatics
RCP01113,1,Onion,1 medium,Vegetables
RCP01113,2,Garlic,3 cloves,Vegetables
RCP01113,3,Salt,to taste,Others
RCP01113,4,Chickpeas,415g,Proteins
RCP01113,5,Ghee,434 ml,Dairy
RCP01114,1,Onion,2 medium,Vegetables
RCP01114,2,Garlic,6 cloves,Vegetables
RCP01114,3,Salt,to taste,Others
RCP01114,4,Shrimp,378g,Proteins
RCP01114,5,Lemon Juice,3 tbsp,Liquids
RCP01114,6,Sugar,4 tbsp,Others
RCP01114,7,Cashews,1 tbsp,Others
RCP01114,8,Onion,2 medium,Vegetables
RCP01114,9,Cream,428 ml,Dairy
RCP01114,10,Cardamom,1 tsp,Spices
RCP01114,11,Mint Leaves,4 tbsp,Aromatics
RCP01114,12,Shrimp,1 tbsp,Proteins
RCP01115,1,Onion,3 medium,Vegetables
RCP01115,2,Garlic,8 cloves,Vegetables
RCP01115,3,Salt,to taste,Others
RCP01115,4,Tofu,463g,Proteins
RCP01115,5,Cream,139 ml,Dairy
RCP01115,6,Wheat Flour,489 g,Grains
RCP01115,7,Butter,111 ml,Dairy
RCP01115,8,Mustard Seeds,4 tbsp,Others
RCP01115,9,Peas,2 medium,Vegetables
RCP01115,10,Fresh Coriander,2 tbsp,Aromatics
RCP01115,11,Curry Leaves,3 tbsp,Aromatics
RCP01116,1,Onion,3 medium,Vegetables
RCP01116,2,Garlic,8 cloves,Vegetables
RCP01116,3,Salt,to taste,Others
RCP01116,4,Chicken,771g,Proteins
RCP01116,5,Garlic,1 medium,Vegetables
RCP01116,6,Green Chili,2 medium,Vegetables
RCP01116,7,Almonds,1 tbsp,Others
RCP01116,8,Sesame Seeds,3 tbsp,Others
RCP01117,1,Onion,2 medium,Vegetables
RCP01117,2,Garlic,9 cloves,Vegetables
RCP01117,3,Salt,to taste,Others
RCP01117,4,Eggs,363g,Proteins
RCP01117,5,Water,1 tbsp,Liquids
RCP01117,6,Salt,1 tbsp,Others
RCP01117,7,Semolina,419 g,Grains
RCP01117,8,Raisins,1 tbsp,Others
RCP01117,9,Paneer,376 ml,Dairy
RCP01117,10,Tamarind Paste,1 tbsp,Liquids
RCP01117,11,Chicken,4 tbsp,Proteins
RCP01117,12,Wheat Flour,255 g,Grains
RCP01117,13,Tamarind Paste,2 tbsp,Liquids
RCP01117,14,Lemon Juice,2 tbsp,Liquids
RCP01118,1,Onion,2 medium,Vegetables
RCP01118,2,Garlic,5 cloves,Vegetables
RCP01118,3,Salt,to taste,Others
RCP01118,4,Mutton,709g,Proteins
RCP01118,5,Coconut Milk,1 tbsp,Liquids
RCP01118,6,Water,4 tbsp,Liquids
RCP01118,7,Carrot,2 medium,Vegetables
RCP01118,8,Onion,1 medium,Vegetables
RCP01118,9,Butter,121 ml,Dairy
RCP01119,1,Onion,2 medium,Vegetables
RCP01119,2,Garlic,8 cloves,Vegetables
RCP01119,3,Salt,to taste,Others
RCP01119,4,Tofu,647g,Proteins
RCP01119,5,Bell Pepper,2 medium,Vegetables
RCP01120,1,Onion,1 medium,Vegetables
RCP01120,2,Garlic,7 cloves,Vegetables
RCP01120,3,Salt,to taste,Others
RCP01120,4,Fish,953g,Proteins
RCP01120,5,Salt,1 tbsp,Others
RCP01120,6,Fresh Coriander,4 tbsp,Aromatics
RCP01120,7,Mint Leaves,3 tbsp,Aromatics
RCP01120,8,Fresh Coriander,1 tbsp,Aromatics
RCP01121,1,Onion,2 medium,Vegetables
RCP01121,2,Garlic,9 cloves,Vegetables
RCP01121,3,Salt,to taste,Others
RCP01121,4,Lentils (Dal),372g,Proteins
RCP01121,5,Mutton,4 tbsp,Proteins
RCP01121,6,Butter,195 ml,Dairy
RCP01122,1,Onion,1 medium,Vegetables
RCP01122,2,Garlic,4 cloves,Vegetables
RCP01122,3,Salt,to taste,Others
RCP01122,4,Mutton,813g,Proteins
RCP01122,5,Onion,1 medium,Vegetables
RCP01122,6,Red Chili Powder,2 tsp,Spices
RCP01122,7,Onion,1 medium,Vegetables
RCP01122,8,Chicken,4 tbsp,Proteins
RCP01122,9,Fish,1 tbsp,Proteins
RCP01122,10,Cardamom,2 tsp,Spices
RCP01122,11,All-Purpose Flour,211 g,Grains
RCP01122,12,Beef,3 tbsp,Proteins
RCP01122,13,Paneer,1 tbsp,Proteins
RCP01122,14,Chickpea Flour,306 g,Grains
RCP01122,15,Semolina,407 g,Grains
RCP01123,1,Onion,1 medium,Vegetables
RCP01123,2,Garlic,9 cloves,Vegetables
RCP01123,3,Salt,to taste,Others
RCP01123,4,Eggs,407g,Proteins
RCP01123,5,Beef,3 tbsp,Proteins
RCP01123,6,Garlic,2 medium,Vegetables
RCP01123,7,Coconut Milk,2 tbsp,Liquids
RCP01123,8,Bay Leaf,1 tsp,Spices
RCP01123,9,Water,1 tbsp,Liquids
RCP01123,10,Cardamom,1 tsp,Spices
RCP01123,11,Turmeric,2 tsp,Spices
RCP01123,12,Basmati Rice,208 g,Grains
RCP01123,13,Mustard Seeds,3 tbsp,Others
RCP01123,14,Shrimp,4 tbsp,Proteins
RCP01124,1,Onion,1 medium,Vegetables
