recipe_id,recipe_name,cuisine,category,cooking_method,difficulty,prep_time_minutes,cook_time_minutes,total_time_minutes,servings,spice_level,meal_type,is_vegetarian,is_vegan,is_gluten_free,is_halal,rating,review_count,calories_per_serving,estimated_cost_usd,date_added,is_traditional,is_festival_special
RCP00408,Pakistani Main Course Special 408,Pakistani,Main Course,Slow-cooked,Easy,39,144,183,6,Very Hot,Breakfast,True,False,True,True,4.8,3939,600,14.57,2023-07-16,False,False
RCP00409,Dal Makhani,Pakistani,Main Course,Pressure-cooked,Medium,44,60,104,7,Medium,Lunch,True,False,False,True,4.8,3294,263,9.4,2025-11-29,True,False
RCP00410,Pakistani Main Course Special 410,Pakistani,Main Course,Pressure-cooked,Hard,57,55,112,4,Medium,Snack,False,False,False,True,3.5,83,410,14.38,2024-06-09,True,False
RCP00411,Aloo Gosht,Pakistani,Main Course,Steamed,Medium,27,26,53,5,Medium,Breakfast,False,False,False,True,4.0,3820,779,11.08,2025-07-28,False,False
RCP00412,Lahori Chargha,Pakistani,Main Course,Baked,Easy,12,103,115,5,Medium,Snack,True,False,False,True,5.0,3310,755,7.42,2026-01-20,True,False
RCP00413,Aloo Gosht,Pakistani,Main Course,Roasted,Hard,29,18,47,7,Mild,Snack,False,True,False,True,4.5,1123,256,17.97,2024-04-09,True,False
RCP00414,Paya,Pakistani,Main Course,Steamed,Easy,42,67,109,6,Very Hot,Snack,True,False,False,True,4.0,691,343,5.44,2026-02-09,False,False
RCP00415,Pakistani Main Course Special 415,Pakistani,Main Course,Baked,Easy,54,73,127,4,Mild,Dinner,False,False,False,True,4.1,4957,199,24.82,2025-12-24,True,False
RCP00416,Pakistani Main Course Special 416,Pakistani,Main Course,Roasted,Easy,23,15,38,4,Medium,Dessert,False,True,False,True,4.4,2872,656,3.44,2024-08-31,False,True
RCP00417,Karahi,Pakistani,Main Course,Fried,Medium,24,43,67,2,Medium,Breakfast,True,False,False,True,3.7,2675,387,4.8,2024-09-11,False,True
RCP00418,Paya,Pakistani,Main Course,Roasted,Easy,47,99,146,7,Very Hot,Lunch,False,False,True,True,4.0,160,630,15.84,2024-09-09,True,False
RCP00419,Nihari,Pakistani,Main Course,Steamed,Medium,24,106,130,7,Medium,Lunch,False,False,False,True,5.0,4900,157,23.67,2024-05-27,True,False
RCP00420,Nihari,Pakistani,Main Course,Slow-cooked,Hard,24,127,151,5,Medium,Beverage,False,False,False,True,4.2,3786,475,15.58,2025-06-01,True,False
RCP00421,Seekh Kabab,Pakistani,Main Course,Pressure-cooked,Medium,38,141,179,5,Medium,Lunch,False,False,False,True,3.8,2784,365,7.07,2025-08-22,False,True
RCP00422,Paya,Pakistani,Main Course,Pressure-cooked,Hard,36,113,149,7,Medium,Beverage,False,False,False,True,3.8,1589,493,22.22,2023-08-03,True,False
RCP00423,Pakistani Main Course Special 423,Pakistani,Main Course,Boiled,Easy,13,101,114,5,Hot,Snack,False,False,False,True,3.7,2547,689,8.16,2024-05-13,True,False
RCP00424,Pakistani Main Course Special 424,Pakistani,Main Course,Steamed,Medium,20,125,145,3,Hot,Dessert,False,False,False,True,3.6,1023,245,13.98,2024-02-13,False,True
RCP00425,Aloo Gosht,Pakistani,Main Course,Steamed,Easy,10,175,185,7,Very Hot,Lunch,True,False,False,True,4.5,1598,245,14.31,2023-06-25,False,False
RCP00426,Dal Makhani,Pakistani,Main Course,Boiled,Easy,32,42,74,3,Very Hot,Snack,False,False,False,True,3.9,1772,376,18.41,2023-05-31,False,False
RCP00427,Korma,Pakistani,Main Course,Baked,Hard,43,72,115,6,Medium,Dessert,False,True,False,True,4.1,3548,605,21.11,2023-03-17,True,False
RCP00428,Pakistani Main Course Special 428,Pakistani,Main Course,Fried,Easy,26,54,80,2,Mild,Dessert,False,False,True,True,3.6,24,639,24.57,2025-07-14,True,False
RCP00429,Sindhi Biryani,Pakistani,Main Course,Baked,Easy,57,136,193,4,Hot,Beverage,False,False,False,True,4.7,1523,282,4.13,2024-04-17,False,False
RCP00430,Biryani,Pakistani,Main Course,Steamed,Medium,14,95,109,2,Hot,Snack,False,False,False,True,4.4,1599,581,20.02,2025-05-18,True,False
RCP00431,Pakistani Main Course Special 431,Pakistani,Main Course,Slow-cooked,Easy,11,124,135,4,Mild,Lunch,False,False,False,True,3.9,1577,568,12.55,2024-02-12,True,False
RCP00432,Pakistani Main Course Special 432,Pakistani,Main Course,Grilled,Medium,48,109,157,7,Medium,Snack,False,False,True,True,3.5,4508,535,24.84,2024-09-14,True,False
RCP00433,Paya,Pakistani,Main Course,Steamed,Easy,13,58,71,6,Very Hot,Dinner,False,False,False,True,4.2,2398,631,22.56,2026-02-01,False,False
RCP00434,Sindhi Biryani,Pakistani,Main Course,Baked,Easy,30,161,191,5,Mild,Dessert,True,False,True,True,4.8,3744,618,2.93,2023-12-09,False,False
RCP00435,Paya,Pakistani,Main Course,Fried,Easy,37,138,175,3,Mild,Lunch,True,False,False,True,4.7,1174,152,10.62,2025-07-09,False,False
RCP00436,Sindhi Biryani,Pakistani,Main Course,Baked,Easy,24,145,169,2,Medium,Dinner,False,False,False,True,4.6,1194,387,11.99,2025-03-09,False,True
RCP00437,Pakistani Main Course Special 437,Pakistani,Main Course,Pressure-cooked,Hard,15,106,121,6,Mild,Lunch,True,False,False,True,3.5,3470,635,23.36,2025-08-21,False,False
RCP00438,Chapli Kabab,Pakistani,Main Course,Baked,Medium,39,64,103,2,Medium,Lunch,False,False,False,True,4.3,339,548,13.36,2025-06-01,True,False
RCP00439,Pakistani Main Course Special 439,Pakistani,Main Course,Slow-cooked,Medium,34,173,207,3,Mild,Beverage,True,True,False,True,4.9,3817,277,5.61,2024-08-05,True,False
RCP00440,Aloo Gosht,Pakistani,Main Course,Slow-cooked,Easy,43,64,107,3,Medium,Lunch,False,False,False,True,4.4,2435,242,23.62,2024-03-26,False,True
RCP00441,Sajji,Pakistani,Main Course,Roasted,Easy,51,54,105,6,Medium,Beverage,False,False,False,True,4.7,4769,507,5.65,2025-10-15,True,False
RCP00442,Korma,Pakistani,Main Course,Boiled,Hard,37,125,162,3,Mild,Snack,False,False,False,True,3.7,395,415,11.76,2024-11-30,False,False
RCP00443,Haleem,Pakistani,Main Course,Boiled,Medium,18,154,172,6,Medium,Dinner,False,False,False,True,4.5,662,686,2.84,2024-07-23,True,True
RCP00444,Pakistani Main Course Special 444,Pakistani,Main Course,Slow-cooked,Medium,29,83,112,5,Mild,Breakfast,False,False,False,True,4.2,3725,342,19.18,2023-08-27,False,True
RCP00445,Dal Makhani,Pakistani,Main Course,Pressure-cooked,Hard,22,154,176,7,Hot,Dessert,True,False,False,True,3.8,280,555,12.0,2024-12-03,True,False
RCP00446,Pakistani Main Course Special 446,Pakistani,Main Course,Baked,Easy,37,35,72,4,Very Hot,Lunch,False,False,False,True,4.8,2753,706,6.16,2023-12-06,True,False
RCP00447,Chicken Tikka,Pakistani,Main Course,Roasted,Easy,22,117,139,4,Medium,Lunch,False,False,True,True,4.2,3704,632,18.1,2024-03-17,True,False
RCP00448,Pakistani Main Course Special 448,Pakistani,Main Course,Slow-cooked,Easy,24,131,155,6,Mild,Dessert,True,False,False,True,4.3,1323,717,17.77,2023-05-23,True,False
RCP00449,Pakistani Main Course Special 449,Pakistani,Main Course,Slow-cooked,Medium,18,15,33,7,Hot,Beverage,True,False,False,True,4.1,2741,304,21.97,2024-08-10,False,False
RCP00450,Palak Paneer,Pakistani,Main Course,Boiled,Hard,59,144,203,7,Medium,Dessert,False,True,False,True,4.5,608,343,22.13,2023-04-26,True,False
RCP00451,Korma,Pakistani,Main Course,Pressure-cooked,Hard,42,99,141,5,Medium,Breakfast,False,False,False,True,4.5,2261,596,14.26,2026-01-16,True,True
RCP00452,Korma,Pakistani,Main Course,Steamed,Medium,54,166,220,4,Mild,Beverage,False,False,False,True,4.7,1840,707,3.55,2025-10-06,True,False
RCP00453,Lahori Chargha,Pakistani,Main Course,Boiled,Hard,41,179,220,7,Medium,Lunch,False,False,True,True,3.8,1233,720,3.69,2025-02-19,True,False
RCP00454,Sajji,Pakistani,Main Course,Pressure-cooked,Easy,40,111,151,6,Medium,Dessert,True,False,False,True,3.5,4550,617,10.07,2023-04-26,True,False
RCP00455,Dal Makhani,Pakistani,Main Course,Grilled,Medium,23,118,141,2,Medium,Dinner,False,False,False,True,4.3,820,163,4.08,2024-06-08,False,True
RCP00456,Pakistani Main Course Special 456,Pakistani,Main Course,Steamed,Medium,51,149,200,2,Medium,Dessert,False,False,False,True,4.8,4456,178,5.44,2023-10-03,False,False
RCP00457,Pakistani Main Course Special 457,Pakistani,Main Course,Fried,Easy,49,132,181,6,Medium,Breakfast,False,False,False,True,3.8,3202,256,22.01,2023-10-24,False,False
RCP00458,Pakistani Main Course Special 458,Pakistani,Main Course,Baked,Medium,27,166,193,5,Medium,Dessert,True,False,False,True,4.2,2448,724,5.79,2026-01-30,True,True
RCP00459,Seekh Kabab,Pakistani,Main Course,Steamed,Medium,55,21,76,6,Medium,Lunch,False,False,False,True,3.7,2321,764,4.91,2025-10-01,True,False
RCP00460,Chicken Tikka,Pakistani,Main Course,Steamed,Medium,50,102,152,5,Very Hot,Beverage,False,False,False,True,3.7,4753,616,10.1,2025-09-30,False,False
RCP00461,Chicken Tikka,Pakistani,Main Course,Baked,Medium,45,101,146,4,Hot,Dinner,True,False,True,True,3.9,447,687,20.36,2023-06-15,False,False
RCP00462,Aloo Gosht,Pakistani,Main Course,Roasted,Medium,53,166,219,6,Hot,Beverage,False,False,False,True,4.1,2365,391,6.03,2023-03-11,True,True
RCP00463,Pakistani Main Course Special 463,Pakistani,Main Course,Pressure-cooked,Easy,36,134,170,7,Mild,Breakfast,False,False,False,True,4.6,2396,689,2.37,2024-09-08,True,False
RCP00464,Paya,Pakistani,Main Course,Baked,Easy,15,129,144,6,Medium,Snack,False,False,False,True,3.9,3521,533,2.43,2024-01-12,False,False
RCP00465,Pakistani Main Course Special 465,Pakistani,Main Course,Steamed,Hard,21,156,177,5,Mild,Breakfast,False,False,False,True,4.6,4292,201,17.82,2024-03-24,True,False
RCP00466,Pakistani Main Course Special 466,Pakistani,Main Course,Steamed,Medium,24,59,83,6,Hot,Lunch,False,False,True,True,3.5,3445,202,17.5,2025-07-25,False,False
RCP00467,Pakistani Main Course Special 467,Pakistani,Main Course,Pressure-cooked,Medium,53,30,83,5,Hot,Snack,True,True,False,True,4.4,4347,731,6.95,2024-09-01,True,False
RCP00468,Lahori Chargha,Pakistani,Main Course,Fried,Medium,26,145,171,3,Hot,Dessert,True,False,False,True,4.1,4558,229,16.89,2025-10-26,True,False
RCP00469,Palak Paneer,Pakistani,Main Course,Fried,Easy,39,105,144,6,Hot,Breakfast,False,False,False,True,4.9,3603,409,21.34,2025-07-07,True,False
RCP00470,Karahi,Pakistani,Main Course,Baked,Medium,36,125,161,4,Medium,Breakfast,False,False,False,True,4.7,2574,772,12.15,2023-09-21,True,False
RCP00471,Seekh Kabab,Pakistani,Main Course,Pressure-cooked,Easy,16,57,73,4,Hot,Lunch,False,False,False,True,3.7,2363,768,21.88,2023-08-22,True,False
RCP00472,Pakistani Main Course Special 472,Pakistani,Main Course,Grilled,Easy,47,133,180,5,Medium,Beverage,False,False,True,True,4.1,651,680,20.54,2024-02-26,True,False
RCP00473,Dal Makhani,Pakistani,Main Course,Slow-cooked,Easy,35,155,190,2,Medium,Dinner,True,False,False,True,3.7,2064,698,23.46,2023-06-03,True,False
RCP00474,Pakistani Main Course Special 474,Pakistani,Main Course,Baked,Easy,32,63,95,7,Medium,Beverage,True,False,False,True,4.5,4378,763,6.73,2025-04-14,False,False
RCP00475,Paya,Pakistani,Main Course,Roasted,Medium,15,97,112,4,Mild,Beverage,False,False,False,True,4.2,4738,552,2.78,2023-03-22,False,True
RCP00476,Korma,Pakistani,Main Course,Roasted,Medium,47,119,166,5,Hot,Breakfast,False,False,False,True,4.3,4417,339,12.07,2023-08-03,True,False
RCP00477,Pakistani Main Course Special 477,Pakistani,Main Course,Slow-cooked,Medium,31,90,121,3,Mild,Lunch,False,True,False,True,4.2,2850,469,11.94,2025-08-31,True,False
RCP00478,Chapli Kabab,Pakistani,Main Course,Steamed,Easy,55,46,101,2,Hot,Dessert,True,False,False,True,3.5,3464,686,24.68,2023-10-02,False,False
RCP00479,Paya,Pakistani,Main Course,Steamed,Medium,21,68,89,3,Hot,Breakfast,False,False,False,True,4.3,1981,551,6.79,2024-05-21,False,False
RCP00480,Haleem,Pakistani,Main Course,Grilled,Medium,43,101,144,2,Medium,Lunch,False,False,False,True,4.9,505,283,15.98,2023-09-10,True,False
RCP00481,Palak Paneer,Pakistani,Main Course,Grilled,Hard,14,163,177,3,Medium,Lunch,False,False,False,True,5.0,652,719,6.87,2024-03-07,False,False
RCP00482,Pakistani Main Course Special 482,Pakistani,Main Course,Grilled,Hard,25,102,127,6,Mild,Dinner,True,False,False,True,3.8,2757,323,3.57,2024-10-28,True,False
RCP00483,Lahori Chargha,Pakistani,Main Course,Grilled,Easy,54,94,148,6,Hot,Lunch,False,False,False,True,4.4,559,490,5.04,2023-09-09,True,False
RCP00484,Chicken Tikka,Pakistani,Main Course,Fried,Easy,30,140,170,6,Medium,Dinner,False,False,True,True,4.7,717,509,15.45,2023-11-02,False,False
RCP00485,Karahi,Pakistani,Main Course,Boiled,Medium,30,132,162,4,Medium,Lunch,False,False,False,True,3.8,2672,375,5.31,2026-02-02,True,False
RCP00486,Biryani,Pakistani,Main Course,Pressure-cooked,Hard,11,107,118,2,Medium,Lunch,False,False,False,True,4.3,4727,591,13.65,2023-10-09,True,False
RCP00487,Dal Makhani,Pakistani,Main Course,Steamed,Easy,36,41,77,7,Medium,Beverage,False,False,False,True,4.1,1236,285,16.84,2025-10-02,False,True
RCP00488,Pakistani Main Course Special 488,Pakistani,Main Course,Steamed,Hard,24,141,165,2,Medium,Breakfast,False,False,False,True,4.3,3967,399,18.7,2025-01-20,True,False
RCP00489,Seekh Kabab,Pakistani,Main Course,Slow-cooked,Easy,46,179,225,4,Hot,Dinner,True,False,False,True,4.4,3645,780,5.11,2024-02-10,False,False
RCP00490,Chicken Tikka,Pakistani,Main Course,Roasted,Easy,59,102,161,3,Hot,Dinner,True,False,False,True,4.1,4376,542,14.93,2023-09-03,True,False
RCP00491,Chicken Tikka,Pakistani,Main Course,Boiled,Medium,59,164,223,4,Hot,Beverage,False,False,False,True,3.8,1794,780,23.04,2023-10-06,False,True
RCP00492,Sindhi Biryani,Pakistani,Main Course,Roasted,Medium,50,57,107,3,Medium,Lunch,True,False,False,True,4.3,3262,395,25.0,2025-02-20,True,True
RCP00493,Korma,Pakistani,Main Course,Grilled,Easy,57,58,115,5,Mild,Snack,True,False,False,True,4.9,4299,658,7.2,2025-11-10,False,True
RCP00494,Aloo Gosht,Pakistani,Main Course,Pressure-cooked,Hard,31,147,178,4,Very Hot,Beverage,False,False,False,True,4.1,755,545,13.33,2026-01-14,True,False
RCP00495,Pakistani Main Course Special 495,Pakistani,Main Course,Slow-cooked,Hard,26,172,198,5,Hot,Dessert,False,False,False,True,4.2,3079,309,2.68,2025-12-20,True,False
RCP00496,Haleem,Pakistani,Main Course,Pressure-cooked,Easy,50,66,116,3,Hot,Beverage,False,False,False,True,4.7,75,432,3.89,2026-01-09,False,False
RCP00497,Sajji,Pakistani,Main Course,Roasted,Hard,17,42,59,7,Hot,Breakfast,False,False,False,True,4.2,3952,338,14.28,2023-07-28,True,False
RCP00498,Pakistani Main Course Special 498,Pakistani,Main Course,Slow-cooked,Medium,55,80,135,4,Medium,Lunch,True,False,False,True,4.4,1159,402,21.6,2024-12-14,True,False
RCP00499,Pakistani Main Course Special 499,Pakistani,Main Course,Boiled,Easy,43,105,148,2,Hot,Dessert,False,False,False,True,4.2,319,535,4.44,2024-11-26,False,False
RCP00500,Pakistani Main Course Special 500,Pakistani,Main Course,Slow-cooked,Easy,59,33,92,5,Mild,Dinner,False,True,False,True,3.7,2847,585,2.56,2024-09-16,False,False
RCP00501,Chapli Kabab,Pakistani,Appetizers,Baked,Medium,21,76,97,5,Medium,Snack,False,False,True,True,3.6,1121,446,14.48,2023-07-23,True,False
RCP00502,Palak Paneer,Pakistani,Appetizers,Baked,Medium,12,81,93,7,Medium,Lunch,True,False,False,True,3.6,1479,512,24.37,2024-10-06,False,False
RCP00503,Seekh Kabab,Pakistani,Appetizers,Slow-cooked,Medium,12,179,191,7,Medium,Dessert,False,False,True,True,4.6,2530,206,24.17,2023-05-27,True,True
RCP00504,Pakistani Appetizers Special 4,Pakistani,Appetizers,Fried,Medium,26,115,141,5,Mild,Snack,False,False,False,True,4.7,1337,483,22.39,2024-01-15,False,True
RCP00505,Sindhi Biryani,Pakistani,Appetizers,Pressure-cooked,Medium,35,33,68,7,Hot,Breakfast,False,False,False,True,4.6,3808,471,16.58,2025-12-31,False,False
RCP00506,Paya,Pakistani,Appetizers,Roasted,Hard,41,134,175,6,Hot,Beverage,True,False,True,True,4.2,4923,507,19.49,2025-09-28,True,False
RCP00507,Sajji,Pakistani,Appetizers,Pressure-cooked,Easy,35,64,99,6,Medium,Dessert,False,False,False,True,3.8,355,176,21.11,2025-10-11,False,False
RCP00508,Karahi,Pakistani,Appetizers,Slow-cooked,Hard,19,177,196,5,Mild,Dinner,False,False,True,True,3.9,1852,591,19.35,2024-09-07,True,False
RCP00509,Chapli Kabab,Pakistani,Appetizers,Slow-cooked,Medium,46,141,187,2,Medium,Lunch,False,False,False,True,4.8,405,646,3.55,2024-01-16,False,False
RCP00510,Karahi,Pakistani,Appetizers,Steamed,Easy,47,156,203,4,Hot,Snack,False,False,False,True,4.4,457,660,17.56,2023-09-18,True,False
RCP00511,Pakistani Appetizers Special 11,Pakistani,Appetizers,Fried,Medium,53,73,126,6,Medium,Snack,False,True,False,True,4.7,4311,239,24.92,2025-06-25,True,False
RCP00512,Aloo Gosht,Pakistani,Appetizers,Fried,Medium,25,31,56,7,Hot,Breakfast,False,False,False,True,3.9,4791,272,20.02,2023-11-16,False,True
RCP00513,Haleem,Pakistani,Appetizers,Boiled,Medium,59,169,228,6,Hot,Lunch,True,False,False,True,4.3,1303,783,10.59,2023-12-26,True,False
RCP00514,Sajji,Pakistani,Appetizers,Grilled,Medium,58,94,152,5,Very Hot,Lunch,False,False,False,True,4.8,259,154,17.8,2024-02-14,True,False
RCP00515,Lahori Chargha,Pakistani,Appetizers,Pressure-cooked,Hard,46,74,120,5,Hot,Lunch,False,False,False,True,4.8,4204,544,10.74,2023-12-26,False,False
RCP00516,Sindhi Biryani,Pakistani,Appetizers,Boiled,Medium,13,55,68,7,Medium,Dinner,True,False,False,True,3.9,1754,634,14.1,2026-01-19,True,False
RCP00517,Pakistani Appetizers Special 17,Pakistani,Appetizers,Pressure-cooked,Medium,34,85,119,5,Medium,Snack,False,False,True,True,4.7,4355,378,17.2,2024-08-03,False,True
RCP00518,Lahori Chargha,Pakistani,Appetizers,Boiled,Hard,12,156,168,2,Very Hot,Snack,False,False,False,True,3.6,714,550,17.43,2026-01-23,True,False
RCP00519,Pakistani Appetizers Special 19,Pakistani,Appetizers,Pressure-cooked,Medium,52,123,175,5,Medium,Beverage,False,True,False,True,4.9,2560,462,8.31,2025-12-17,True,True
RCP00520,Pakistani Appetizers Special 20,Pakistani,Appetizers,Baked,Hard,49,109,158,3,Hot,Beverage,False,False,False,True,3.5,4064,230,10.0,2025-09-19,True,False
RCP00521,Pakistani Appetizers Special 21,Pakistani,Appetizers,Baked,Easy,21,174,195,6,Very Hot,Lunch,False,False,False,True,4.4,3015,153,22.7,2023-08-16,True,False
RCP00522,Pakistani Appetizers Special 22,Pakistani,Appetizers,Pressure-cooked,Medium,53,99,152,2,Medium,Breakfast,False,False,False,True,4.8,1799,466,12.91,2024-05-14,False,True
RCP00523,Pakistani Appetizers Special 23,Pakistani,Appetizers,Pressure-cooked,Easy,12,74,86,6,Medium,Dinner,False,False,True,True,4.2,4406,648,10.01,2025-08-16,True,False
RCP00524,Karahi,Pakistani,Appetizers,Roasted,Easy,55,105,160,7,Mild,Lunch,False,False,False,True,4.2,1702,584,9.23,2025-03-02,True,False
RCP00525,Karahi,Pakistani,Appetizers,Roasted,Medium,21,82,103,2,Hot,Lunch,False,False,False,True,4.1,214,707,16.22,2023-03-21,True,False
RCP00526,Pakistani Appetizers Special 26,Pakistani,Appetizers,Slow-cooked,Easy,32,18,50,6,Hot,Lunch,True,False,False,True,4.8,4522,319,18.3,2025-05-13,False,False
RCP00527,Pakistani Appetizers Special 27,Pakistani,Appetizers,Boiled,Easy,10,145,155,3,Mild,Beverage,False,False,False,True,5.0,2118,457,16.95,2023-06-09,True,False
RCP00528,Seekh Kabab,Pakistani,Appetizers,Slow-cooked,Medium,58,113,171,5,Hot,Snack,False,False,False,True,4.8,3920,706,14.04,2025-05-27,True,False
RCP00529,Pakistani Appetizers Special 29,Pakistani,Appetizers,Steamed,Easy,11,92,103,2,Very Hot,Snack,False,False,False,True,4.6,3131,290,11.51,2023-05-23,True,False
RCP00530,Aloo Gosht,Pakistani,Appetizers,Roasted,Easy,11,167,178,7,Medium,Breakfast,False,True,False,True,4.3,4389,459,19.13,2023-04-20,False,False
RCP00531,Palak Paneer,Pakistani,Appetizers,Slow-cooked,Medium,32,64,96,6,Hot,Lunch,False,False,False,True,4.3,2623,331,9.17,2023-10-06,False,False
RCP00532,Pakistani Appetizers Special 32,Pakistani,Appetizers,Roasted,Hard,27,129,156,6,Hot,Lunch,False,False,False,True,4.8,2561,770,12.92,2024-07-16,True,False
RCP00533,Karahi,Pakistani,Appetizers,Roasted,Medium,22,62,84,5,Medium,Beverage,False,False,False,True,4.2,4805,171,9.22,2023-04-05,False,False
RCP00534,Karahi,Pakistani,Appetizers,Grilled,Easy,49,123,172,5,Mild,Snack,True,False,False,True,3.9,18,167,17.21,2023-10-03,False,False
RCP00535,Dal Makhani,Pakistani,Appetizers,Baked,Hard,24,122,146,3,Mild,Beverage,False,False,False,True,4.3,1067,209,22.12,2025-09-24,False,False
RCP00536,Seekh Kabab,Pakistani,Appetizers,Steamed,Medium,25,125,150,4,Hot,Lunch,False,False,False,True,3.8,330,301,20.9,2023-05-21,True,False
RCP00537,Sindhi Biryani,Pakistani,Appetizers,Boiled,Medium,34,72,106,4,Hot,Dinner,False,False,False,True,4.7,3141,378,17.47,2025-02-26,True,True
RCP00538,Chicken Tikka,Pakistani,Appetizers,Slow-cooked,Medium,31,50,81,3,Medium,Lunch,True,False,False,True,3.6,1502,771,22.43,2025-07-22,False,False
RCP00539,Pakistani Appetizers Special 39,Pakistani,Appetizers,Fried,Easy,23,172,195,3,Very Hot,Beverage,True,False,False,True,3.8,2215,459,9.33,2026-01-29,False,False
RCP00540,Palak Paneer,Pakistani,Appetizers,Roasted,Easy,26,132,158,6,Mild,Beverage,False,False,True,True,4.6,2875,498,11.11,2023-06-25,False,False
RCP00541,Seekh Kabab,Pakistani,Appetizers,Fried,Easy,12,117,129,7,Medium,Beverage,False,False,False,True,4.2,3361,303,17.17,2025-11-28,True,False
RCP00542,Seekh Kabab,Pakistani,Appetizers,Boiled,Medium,53,149,202,4,Very Hot,Lunch,True,False,False,True,4.2,1001,304,10.31,2025-06-09,True,False
RCP00543,Pakistani Appetizers Special 43,Pakistani,Appetizers,Boiled,Easy,57,122,179,6,Medium,Dessert,False,False,True,True,3.8,1417,660,24.08,2025-08-17,True,False
RCP00544,Karahi,Pakistani,Appetizers,Boiled,Easy,39,166,205,3,Hot,Dinner,False,False,False,True,3.8,1980,515,11.12,2023-08-01,True,False
RCP00545,Haleem,Pakistani,Appetizers,Fried,Easy,58,76,134,2,Medium,Beverage,True,False,False,True,4.5,3908,626,8.7,2023-06-26,True,False
RCP00546,Palak Paneer,Pakistani,Appetizers,Grilled,Easy,30,93,123,4,Medium,Beverage,True,True,False,True,3.6,1405,643,2.55,2024-12-27,True,False
RCP00547,Karahi,Pakistani,Appetizers,Grilled,Medium,38,167,205,6,Medium,Dinner,False,False,False,True,4.3,431,501,11.62,2025-06-29,False,False
RCP00548,Pakistani Appetizers Special 48,Pakistani,Appetizers,Boiled,Hard,27,92,119,6,Medium,Dinner,False,False,False,True,4.0,2347,549,13.37,2023-10-04,False,False
RCP00549,Pakistani Appetizers Special 49,Pakistani,Appetizers,Grilled,Hard,55,176,231,7,Medium,Dessert,False,False,False,True,4.0,3250,347,9.9,2024-07-24,False,False
RCP00550,Pakistani Appetizers Special 50,Pakistani,Appetizers,Grilled,Easy,57,159,216,6,Mild,Lunch,False,False,False,True,4.5,3170,732,23.77,2024-10-04,False,False
RCP00551,Sajji,Pakistani,Appetizers,Boiled,Easy,17,36,53,7,Mild,Beverage,False,False,True,True,4.3,4768,522,11.37,2026-01-29,True,False
RCP00552,Karahi,Pakistani,Appetizers,Roasted,Hard,34,127,161,2,Medium,Snack,True,False,False,True,4.2,1408,576,4.49,2024-11-12,True,False
RCP00553,Pakistani Appetizers Special 53,Pakistani,Appetizers,Fried,Medium,11,56,67,2,Medium,Beverage,False,False,False,True,4.4,3771,397,9.25,2025-10-24,True,False
RCP00554,Chicken Tikka,Pakistani,Appetizers,Pressure-cooked,Easy,50,129,179,5,Very Hot,Dessert,False,False,False,True,5.0,2127,168,2.32,2023-03-04,True,False
RCP00555,Pakistani Appetizers Special 55,Pakistani,Appetizers,Pressure-cooked,Medium,46,105,151,5,Very Hot,Dinner,True,False,False,True,3.9,1668,281,13.59,2024-04-29,True,False
RCP00556,Pakistani Appetizers Special 56,Pakistani,Appetizers,Roasted,Hard,24,62,86,6,Very Hot,Breakfast,False,False,False,True,4.4,1894,228,3.87,2025-05-21,False,False
RCP00557,Palak Paneer,Pakistani,Appetizers,Steamed,Medium,16,178,194,3,Medium,Breakfast,False,False,True,True,4.8,2216,375,21.12,2025-04-19,True,False
RCP00558,Palak Paneer,Pakistani,Appetizers,Fried,Hard,59,62,121,4,Mild,Dinner,True,False,False,True,5.0,2032,684,21.13,2025-04-03,True,True
RCP00559,Pakistani Appetizers Special 59,Pakistani,Appetizers,Grilled,Easy,13,46,59,7,Medium,Lunch,False,False,True,True,5.0,4050,661,10.02,2025-01-06,True,False
RCP00560,Pakistani Appetizers Special 60,Pakistani,Appetizers,Steamed,Medium,12,170,182,6,Hot,Snack,True,False,False,True,3.9,1395,256,12.21,2023-05-22,True,True
RCP00561,Palak Paneer,Pakistani,Appetizers,Fried,Hard,31,156,187,7,Medium,Lunch,True,False,True,True,3.8,2718,366,2.39,2024-09-18,True,True
RCP00562,Biryani,Pakistani,Appetizers,Boiled,Medium,25,89,114,5,Medium,Breakfast,False,False,False,True,4.6,3194,443,7.01,2023-02-16,True,False
RCP00563,Chicken Tikka,Pakistani,Appetizers,Slow-cooked,Easy,13,15,28,7,Mild,Dessert,True,False,False,True,4.5,2091,296,3.66,2025-11-17,False,False
RCP00564,Pakistani Appetizers Special 64,Pakistani,Appetizers,Boiled,Easy,24,75,99,6,Mild,Dessert,False,True,False,True,4.2,3047,589,6.43,2024-04-13,True,False
RCP00565,Pakistani Appetizers Special 65,Pakistani,Appetizers,Baked,Easy,36,69,105,6,Mild,Beverage,False,False,False,True,4.8,3147,594,6.16,2026-02-09,False,False
RCP00566,Karahi,Pakistani,Appetizers,Grilled,Easy,35,116,151,3,Mild,Dinner,False,False,True,True,3.6,4912,621,5.42,2025-10-05,True,False
RCP00567,Haleem,Pakistani,Appetizers,Grilled,Medium,18,152,170,5,Medium,Dinner,False,False,False,True,3.9,4735,194,4.04,2025-03-25,True,False
RCP00568,Chicken Tikka,Pakistani,Appetizers,Steamed,Medium,24,29,53,6,Mild,Breakfast,False,False,False,True,4.0,1575,203,17.44,2025-10-05,True,False
